episode_id,decision_node_id,status,support_mass,F_continuity_point_minus_joint_native_W1,F_continuity_marginal_minus_joint_native_W1,F_continuity_joint_self_native_W1,F_execution_point_minus_joint_native_W1,F_execution_marginal_minus_joint_native_W1,F_execution_joint_self_native_W1,F_propagation_point_minus_joint_native_W1,F_propagation_marginal_minus_joint_native_W1,F_propagation_joint_self_native_W1,P_time_point_minus_joint_native_W1,P_time_marginal_minus_joint_native_W1,P_time_joint_self_native_W1,P_itinerary_point_minus_joint_native_W1,P_itinerary_marginal_minus_joint_native_W1,P_itinerary_joint_self_native_W1,P_service_point_minus_joint_native_W1,P_service_marginal_minus_joint_native_W1,P_service_joint_self_native_W1,R_operating_point_minus_joint_native_W1,R_operating_marginal_minus_joint_native_W1,R_operating_joint_self_native_W1
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:2f3a0c93e1e478153cf050c94cc608fae9bf5e87777dab4c5ee1c2387699b9c7,PASS,1.0,0.0,0.0,0.0,2.795964767681394,0.0,0.0,2.8819781201798063,0.03543624887970509,0.0,249.99513347919716,3.073892097463677,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.08601335249841213,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:31d76e8fab4f9cc737babb2ffef81d18de5a12c39ba848861e71ab8e2e29aa9c,PASS,1.0,0.0,0.0,0.0,2.6562503487731686,0.0,0.0,2.753275773946511,0.037723563582403585,0.0,238.83094038543726,3.2723035775530382,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.09702542517334223,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:32ba5138c33636fb68422a1873ed2ddbf76e17c0775d3bce530b0e702f6e99cf,PASS,1.0,0.0,0.0,0.0,2.580101480241865,0.0,0.0,2.709227185230702,0.04669094878772739,0.0,235.00997702056208,4.050173001913711,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.12912570498883724,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:355d22cf477c77d3982554962a1c58b4d035d167a164e517912c65f39732a54e,PASS,1.0,0.0,0.0,0.0,2.66324080247432,0.0,0.0,2.7560546239838004,0.035379738750634715,0.0,239.07198974702905,3.068990166681847,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.09281382150948048,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:35efaaec75479df541ec4451f518ff2b20037fcd0a1177057af874e0040e5c58,PASS,1.0,0.0,0.0,0.0,2.5781885026954114,0.0,0.0,2.701932144816965,0.0453703405946726,0.0,234.3771739506156,3.935617787498736,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.12374364212155342,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:5d683adf57af938bcdbb68f0b8d1b7daf49589c1277cc60a8780993040ea228f,PASS,1.0,0.1015625,0.0,0.0,3.220261748880148,0.0,0.0,3.908353880161141,0.15812219103070968,0.0,339.02736565323517,13.716196516536746,0.0,0.12860210268809016,0.006028223563504227,0.0,0.0,0.0,0.0,0.6880921312809928,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:661563de4234c25c1cfed4de6165196ca46e7bd3239002ad08aab33b32102a57,PASS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09277375787496567,0.0,0.0,8.047593359893986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09277375787496567,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:74951b9e076ba6bc4a1cadec3ddb326671fdbf431e66e1c8fecda83d4d8ab38a,PASS,1.0,0.0,0.0,0.0,2.6614063568413258,0.0,0.0,2.7614371702075005,0.03938075329642743,0.0,239.53889487452804,3.4160553155890985,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.1000308133661747,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:9c611b00f9ba15a5a26533edcb4df948f1c4984dd68649116a74f0a4633a6749,PASS,1.0,0.0,0.0,0.0,2.588926042895764,0.0,0.0,2.639255876885727,0.020293394212785643,0.0,228.94036585768316,1.760335985706511,0.0,0.12860210268809016,0.0,0.0,0.0,0.0,0.0,0.050329833989962935,0.0,0.0
sha256:00b05b273658f3332865de1e9796d851ca6a2919bb7e4b04ee3e58f06dfe56c6,sha256:aab3e0cabb26fc19e1fb6ef7d63bb50e5349b45020b6adc54bc037eddcf9dbfe,PASS,1.0,0.0,0.0,0.0,2.690809737890959,0.0,0.0,3.9344850350171328,0.18396682367892936,0.0,341.2940940161076,15.958070715154678,0.0,0.12860210268809016,0.004018815709002818,0.0,0.0,0.0,0.0,1.243675297126174,0.0,0.0
