relative_path,pre_sha256,current_sha256,match
clean_common.py,4a83998bccbb319c96d1362dc54291823012a9adac06dd27f98a43677aa0f082,4a83998bccbb319c96d1362dc54291823012a9adac06dd27f98a43677aa0f082,True
downstream_common.py,ad77977a631a17a84e9e9671c15ae2ea5d82d7b1747b5b1cff645c14efcdbe23,ad77977a631a17a84e9e9671c15ae2ea5d82d7b1747b5b1cff645c14efcdbe23,True
overall_adv/clean.py,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,True
overall_adv/main.py,7ce681f9b73c4ad1be82f839b203eb26a9646fe6ca1d78333431ffac805dc057,7ce681f9b73c4ad1be82f839b203eb26a9646fe6ca1d78333431ffac805dc057,True
overall_adv/src/pipeline.py,a63c141e2192fde1e67994db703bb49771da51e0de620bed276e5d740bcbd2e5,a63c141e2192fde1e67994db703bb49771da51e0de620bed276e5d740bcbd2e5,True
overall_adv/src/pipeline_analysis.py,f2bbe3f6560677da5193851b18f8196c39ffa2d60e35c2ec90fe113dd95cc3aa,f2bbe3f6560677da5193851b18f8196c39ffa2d60e35c2ec90fe113dd95cc3aa,True
overall_adv/src/pipeline_publication.py,c57138e6a7728d7e9afa14d83058e6debdfd0b818f8525e4b5f9ac5d3663e52f,c57138e6a7728d7e9afa14d83058e6debdfd0b818f8525e4b5f9ac5d3663e52f,True
overall_adv/tests/conftest.py,93fe06e24648015e5e1d5ed7264b2b980e413db29a43b660757222a1f082bdb4,93fe06e24648015e5e1d5ed7264b2b980e413db29a43b660757222a1f082bdb4,True
overall_run/README.md,811873c14ba4643675a40c66b24181ae6e3efee5349f9b6dd8586c44caf5eed6,811873c14ba4643675a40c66b24181ae6e3efee5349f9b6dd8586c44caf5eed6,True
overall_run/clean.py,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,True
overall_run/config/scientific.yaml,4aad0bfe1c4f93018f764d2fbdec2c7f79d85dcf93fc175cf74d1f013a50a1c4,4aad0bfe1c4f93018f764d2fbdec2c7f79d85dcf93fc175cf74d1f013a50a1c4,True
overall_run/main.py,390b66ced699c3d68ee3db366c98c761c414de946f38a0f6800227855afb605f,390b66ced699c3d68ee3db366c98c761c414de946f38a0f6800227855afb605f,True
overall_run/src/artifacts.py,0835d9fcf7bb420f22c6000f463e5fdeb3181a80fceacb676c53e5a9fdc0caee,0835d9fcf7bb420f22c6000f463e5fdeb3181a80fceacb676c53e5a9fdc0caee,True
overall_run/src/config.py,6b78e04c5d08d87ec8867b9304032c98b0a61537893d0cb0863043075f7b1ba0,6b78e04c5d08d87ec8867b9304032c98b0a61537893d0cb0863043075f7b1ba0,True
overall_run/src/input.py,b76e42fd71913319fc0eba35beb9c60509e5d783f8d1c217600fd195cabbe09f,b76e42fd71913319fc0eba35beb9c60509e5d783f8d1c217600fd195cabbe09f,True
overall_run/src/m1.py,714054dcf585746f3465213f4afcb6aa725293ecef36d5917ef5afaecd593fc5,714054dcf585746f3465213f4afcb6aa725293ecef36d5917ef5afaecd593fc5,True
overall_run/src/m1_lineage_contract.py,bbf892f85ab77becd8828fab57bc8b9c62d4f8168f579f1468ef8a6fc98f7398,bbf892f85ab77becd8828fab57bc8b9c62d4f8168f579f1468ef8a6fc98f7398,True
overall_run/src/m1_lineage_history.py,0de67190e32ea463bb0edc514782e4e18602d942112280f71a20b03268b138f8,0de67190e32ea463bb0edc514782e4e18602d942112280f71a20b03268b138f8,True
overall_run/src/m1_lineage_reconstruction.py,7f495633ea441562128afe97828575fb1b0fd8ac3a660293a790a72c38cae61e,7f495633ea441562128afe97828575fb1b0fd8ac3a660293a790a72c38cae61e,True
overall_run/src/m1_lineage_reports.py,cb717a5146ae0ab804d565a1e20a085858add1ae79aca11ec0403549d717ceb5,cb717a5146ae0ab804d565a1e20a085858add1ae79aca11ec0403549d717ceb5,True
overall_run/src/m1_lineage_runner.py,d64e64fc2d2a2dbdc06186eb5847639e00a5da60e29bbcf6bff1149aedfa0089,d64e64fc2d2a2dbdc06186eb5847639e00a5da60e29bbcf6bff1149aedfa0089,True
overall_run/src/m1_training.py,8d3e2c1acdec486950ebffc3b439a1c7917492a8860f27fc70e8ba10a74619da,8d3e2c1acdec486950ebffc3b439a1c7917492a8860f27fc70e8ba10a74619da,True
overall_run/src/m3.py,41d00c0b3e540619865bc1835216a171b725d63c7ac8507738e0754ef32609e4,41d00c0b3e540619865bc1835216a171b725d63c7ac8507738e0754ef32609e4,True
overall_run/src/m4_evaluation.py,16822aef4017d0e4fbc35dab1e4f0f4ad9e172173bbaed41245128ab357e8afe,16822aef4017d0e4fbc35dab1e4f0f4ad9e172173bbaed41245128ab357e8afe,True
overall_run/src/m4_screening.py,5d9715ad6c8dc97635c39b9fe61b3b4d0845fc67b091a8cebe6b3c5fb3b4d0a8,5d9715ad6c8dc97635c39b9fe61b3b4d0845fc67b091a8cebe6b3c5fb3b4d0a8,True
overall_run/src/pipeline.py,64f4eaad159813b6954ef42074b01f65d4389e28a94445191ecfc8a8378d3d9c,64f4eaad159813b6954ef42074b01f65d4389e28a94445191ecfc8a8378d3d9c,True
overall_run/src/pipeline_checkpoint.py,e3996cc0e3ac4a2d0b21946311dfeb25f6996ba53927aad429da5c38f503a95e,e3996cc0e3ac4a2d0b21946311dfeb25f6996ba53927aad429da5c38f503a95e,True
overall_run/src/pipeline_finalize.py,662e10786944451d6ce6492d69bdb2a690f74b3c999b10f9ed0fe34aa46124bb,662e10786944451d6ce6492d69bdb2a690f74b3c999b10f9ed0fe34aa46124bb,True
overall_run/src/pipeline_fit.py,7a5b20d1a58ed1edc4326e034d5b5eeb10967766de2ea01229bb602b74a60c4d,7a5b20d1a58ed1edc4326e034d5b5eeb10967766de2ea01229bb602b74a60c4d,True
overall_run/src/pipeline_modes.py,500cced371f1d4f4f67d42b57ad13aeeabeb2d356b021ee7fa2167d0fbdeacdf,500cced371f1d4f4f67d42b57ad13aeeabeb2d356b021ee7fa2167d0fbdeacdf,True
overall_run/src/pipeline_precision.py,99fb564406683ced703de6b98822c4e28013ba337bbb02f7842b59bea780f330,99fb564406683ced703de6b98822c4e28013ba337bbb02f7842b59bea780f330,True
overall_run/src/report.py,69e42fc250fa38c5a1072e3b6f67bf0320faa8b1310c8e0137af09c2a65167d1,69e42fc250fa38c5a1072e3b6f67bf0320faa8b1310c8e0137af09c2a65167d1,True
overall_run/src/report_contract.py,d978e218077929e44105cd9409e5950adb68ce54e376fc737002082ca061c1a2,d978e218077929e44105cd9409e5950adb68ce54e376fc737002082ca061c1a2,True
overall_run/src/selfcheck.py,608d90ffce05adb52f20237b053a47699885109a72ab726e1f9f302b093f58ec,608d90ffce05adb52f20237b053a47699885109a72ab726e1f9f302b093f58ec,True
overall_run/tests/test_m1_d6_metric_lineage.py,e5fd68a5f1a16ab93dd9dfe51c7fdaab99613cc8d73e120534fc727f2e90d4c3,e5fd68a5f1a16ab93dd9dfe51c7fdaab99613cc8d73e120534fc727f2e90d4c3,True
overall_run/tests/test_m2_m4_contract.py,ce4b3fe8da0fb5312eec08baf1de87f2f2d514c53772655f28b72972a7db05d6,ce4b3fe8da0fb5312eec08baf1de87f2f2d514c53772655f28b72972a7db05d6,True
overall_run/tests/test_overall_run_clean.py,372c95bfcec9089bff508ce0e1ca6d5f3cb735daf3ad8e8eee05c9ccd5284351,372c95bfcec9089bff508ce0e1ca6d5f3cb735daf3ad8e8eee05c9ccd5284351,True
overall_run/tests/test_publication_contract.py,2331ca6eef80d448f37b370ce7f7ac8f82f084792c5a5371b2f65a6ac18ac4fc,2331ca6eef80d448f37b370ce7f7ac8f82f084792c5a5371b2f65a6ac18ac4fc,True
overall_run/tests/test_refactor_contract.py,bcbd6c59fd8a3abcdbb818abcd4385ba3eeb7eb5aef7385d6eb0389450d60a01,bcbd6c59fd8a3abcdbb818abcd4385ba3eeb7eb5aef7385d6eb0389450d60a01,True
part_adv/clean.py,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,6d3493e2194106b49bb62fcc6bd84f2c27dd6353501faa680cbb604a90304387,True
part_adv/main.py,faecca02f296f7d3f8e5ee38178399f46d17cf1eb693dd0b3cdd832e668d23b9,faecca02f296f7d3f8e5ee38178399f46d17cf1eb693dd0b3cdd832e668d23b9,True
part_adv/src/pipeline.py,51080a7af06f7b2d760709336143330f8051f5fd5e8424bad80ef3c0e086b542,51080a7af06f7b2d760709336143330f8051f5fd5e8424bad80ef3c0e086b542,True
part_adv/src/pipeline_inputs.py,a099a11b383d1547ae2a399e1b27e365b8ef444d77447c74de4e516bf3491756,a099a11b383d1547ae2a399e1b27e365b8ef444d77447c74de4e516bf3491756,True
