dataset_instance_id,adapter_id,source_family,raw_column,required,projected,canonicalizer_accessed,declared_role,rule_ids,primary_rule_ids,status,findings,pre_bypass_locations
data2_2019,D2-ONTIME,bts_ontime,DepTime,False,True,True,,"[""D2-BTS-ACTUAL"", ""D2-CHAIN-GATE-GAP"", ""D2-LABEL-DELTA-OB"", ""D2-LABEL-R-IB"", ""D2-TURNAROUND-REFERENCE""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Dest,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP""]","[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Diverted,False,True,True,,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,FlightDate,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP"", ""D2-TEMPORAL-SPLIT""]","[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Flight_Number_Reporting_Airline,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY""]","[""D2-BTS-FLIGHT-IDENTITY""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Origin,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE"", ""D2-CHAIN-GATE-GAP""]","[""D2-BTS-FLIGHT-IDENTITY"", ""D2-BTS-SCHEDULE""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Reporting_Airline,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY""]","[""D2-BTS-FLIGHT-IDENTITY""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,Tail_Number,True,True,True,,"[""D2-BTS-FLIGHT-IDENTITY"", ""D2-CHAIN-GATE-GAP""]","[""D2-BTS-FLIGHT-IDENTITY""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,TaxiIn,False,True,True,,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,TaxiOut,False,True,True,,"[""D2-BTS-ACTUAL"", ""D2-LABEL-T-TX"", ""D2-TAXI-REFERENCE""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,WheelsOff,False,True,True,,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-ONTIME,bts_ontime,WheelsOn,False,True,True,,"[""D2-BTS-ACTUAL""]","[""D2-BTS-ACTUAL""]",COVERED_ACTIVE,[],[]
data2_2019,D2-T100,bts_t100,AIRCRAFT_TYPE,False,True,False,,"[""D2-T100""]","[""D2-T100""]",COVERED_ACTIVE,[],[]
data2_2019,D2-T100,bts_t100,CLASS,False,True,True,REFERENCE_BUILD_ONLY,"[""D2-T100-CLASS""]","[""D2-T100-CLASS""]",REFERENCE_BUILD_ONLY,[],[]
data2_2019,D2-T100,bts_t100,DEST,False,True,True,REFERENCE_BUILD_ONLY,"[""D2-T100""]","[""D2-T100""]",REFERENCE_BUILD_ONLY,[],[]
data2_2019,D2-T100,bts_t100,MONTH,False,True,True,REFERENCE_BUILD_ONLY,"[""D2-T100""]","[""D2-T100""]",REFERENCE_BUILD_ONLY,[],[]
data2_2019,D2-T100,bts_t100,ORIGIN,False,True,True,REFERENCE_BUILD_ONLY,"[""D2-T100""]","[""D2-T100""]",REFERENCE_BUILD_ONLY,[],[]
data2_2019,D2-T100,bts_t100,PASSENGERS,True,True,True,,"[""D2-T100""]","[""D2-T100""]",COVERED_ACTIVE,[],[]
data2_2019,D2-T100,bts_t100,SEATS,True,True,True,,"[""D2-T100""]","[""D2-T100""]",COVERED_ACTIVE,[],[]
data2_2019,D2-T100,bts_t100,YEAR,False,True,True,REFERENCE_BUILD_ONLY,"[""D2-T100""]","[""D2-T100""]",REFERENCE_BUILD_ONLY,[],[]
data2_2019,D2-TIMEZONE,timezone_reference,iata,True,True,True,,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",COVERED_ACTIVE,[],[]
data2_2019,D2-TIMEZONE,timezone_reference,ident,True,True,True,,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",COVERED_ACTIVE,[],[]
data2_2019,D2-TIMEZONE,timezone_reference,timezone,True,True,True,,"[""D2-TIMEZONE""]","[""D2-TIMEZONE""]",COVERED_ACTIVE,[],[]
